ID,ファイル名,施設名,場所,イベント名,競技,ｲﾍﾞﾝﾄ内容,開催日,実施時間,申込方法,費用,対象,最寄駅,住所,電話,問い合わせ,ＵＲＬ,最近身体が痛いな…,身体の状態を知りたい!,やせたい!,きれいになりたい!,新感覚!?,みんなでワイワイ!,一人で参加OK!,若者には負けないぞ!,親子でエンジョイ!,子どもに運動を!,まずは体験!,習いたい!
169,スポーツセンター,平野屋内プール,,無料開放,水泳,無料開放,10/9(祝),9:00~20:30,当日会場へ,無料,どなたでも(小学4年生以下は保護者(16歳以上)同伴。また保護者1人につき子ども3人まで),地下鉄「平野」駅,平野区平野南4-6-1,電話:06-6709-1255,平野区平野南4-6-1電話:06-6709-1255,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/hirano_pool/index.html,,,,,,,1,,1,1,,
170,スポーツセンター,平野屋内プール,,スイムタイムチャレンジ,水泳,25ｍの記録計測。,10/9(祝),11:00~12:00/14:00~15:00,当日受付,無料,どなたでも,地下鉄「平野」駅,平野区平野南4-6-1,電話:06-6709-1255,平野区平野南4-6-1電話:06-6709-1255,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/hirano_pool/index.html,,,1,,,,1,1,,,,
171,スポーツセンター,西成スポーツセンター,,卓球・バドミントン開放,卓球,卓球・バドミントン開放,10/9(祝),10:00~12:00/12:30~14:30/15:00~17:00/17:30~19:30,当日受付,無料,小学生以上,南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,西成スポーツセンター電話:06-4398-1603,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninarispc/index.html,,,,,,,1,1,,1,,
172,スポーツセンター,西成スポーツセンター,,卓球・バドミントン開放,バドミントン,卓球・バドミントン開放,10/9(祝),10:00~12:00/12:30~14:30/15:00~17:00/17:30~19:30,当日受付,無料,小学生以上,南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,西成スポーツセンター電話:06-4398-1603,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninarispc/index.html,,,,,,1,1,,,1,,
173,スポーツセンター,西成スポーツセンター,,ストレッチ45,エクササイズ,音楽に合わせてストレッチ運動。,10/9(祝),11:45~12:30,当日受付先着20名,無料,18歳以上,南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,西成スポーツセンター電話:06-4398-1603,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninarispc/index.html,1,,,1,,,1,1,,,,
174,スポーツセンター,西成スポーツセンター,,体組成測定会,体力・身体測定,筋肉量、水分量など計測。,10/9(祝),10:00~11:00/13:00~14:00/16:00~17:00,当日受付,無料,18歳以上,南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,西成スポーツセンター電話:06-4398-1603,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninarispc/index.html,1,1,,,,,1,,,,,
175,スポーツセンター,西成スポーツセンター,,ジャズダンス教室,エクササイズ,ジャズダンス教室,10/9(祝),10:30~11:30,事前受付先着順20名,500円,18歳以上,南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,西成スポーツセンター電話:06-4398-1603,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninarispc/index.html,,,,1,,,1,,,,,1
176,スポーツセンター,西成屋内プール,,無料開放,水泳,無料開放,10/9(祝),9:00~20:30,当日会場へ,無料,どなたでも(小学4年生以下は保護者(16歳以上)同伴。また保護者1人につき子ども3人まで),南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,電話:06-4398-1603,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninariop/index.html,,,,,,,1,,1,1,,
177,スポーツセンター,西成屋内プール,,フィン練習会(上級),水泳,フィン練習会(上級),10/9(祝),11:05~12:05,事前受付(先着順),無料,中学生以上(1時間で1500m泳げる方),南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,電話:06-4398-1603,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninariop/index.html,,,1,,,,1,1,,,,
178,スポーツセンター,西成屋内プール,,バタフライ練習会,水泳,バタフライ練習会,10/9(祝),12:10~12:40,,無料,中学生以上,南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,電話:06-4398-1603,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninariop/index.html,,,1,,,,1,1,,,,
179,スポーツセンター,西成屋内プール,,平泳ぎ練習会,水泳,平泳ぎ練習会,10/9(祝),12:45~13:15,,無料,中学生以上,南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,電話:06-4398-1603,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninariop/index.html,,,1,,,,1,1,,,,
180,スポーツセンター,西成屋内プール,,初心者クロール練習会,水泳,初心者クロール練習会,10/9(祝),13:20~14:20,,無料,中学生以上,南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,電話:06-4398-1603,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninariop/index.html,,,1,,,,1,1,,,,
181,スポーツセンター,西成屋内プール,,フィン練習会(中級・上級),水泳,フィン練習会(中級・上級),10/9(祝),19:00~20:00,,無料,中学生以上,南海「岸里玉出」駅/地下鉄「岸里」駅,西成区玉出東1-6-1,電話:06-4398-1603,電話:06-4398-1603,http://osakashi.opas.jp/genre/swim/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/ninariop/index.html,,,1,,,,1,1,,,,
182,フェスタ,大阪弓道場,,弓道体験してみよう！,その他,初心者大歓迎講師から弓具の持ち方・使い方の説明指導のもと近的・大的,10/9(祝),10:00~16:00,事前(電話・窓口)・先着順120名,無料,中学生以上,JR「大阪城公園」駅,中央区大阪城3-4,電話:06-6941-9921,大阪城弓道場電話:06-6941-9921,http://www.osaka-sp.jp/kyudojo/,,,,,,,1,1,,,1,
183,フェスタ,鶴見緑地球技場,,タグラグビーフェスタイン鶴見緑地,ニュースポーツ,初心者大歓迎タグラグビーを経験レベルに応じて楽しみます,10/9(祝),10:30~11:30/14:00~15:00,当日受付・先着順80名※団体は事前連絡,無料,小学生以上(性別不問),地下鉄「鶴見緑地」駅,鶴見区浜1-1-37,06-6915-4712,大阪府ラグビーフットボール協会電話:06-6945-7822,,,,,,1,1,1,,,1,,
184,フェスタ,府民共済SUPERアリーナ,,フットサル交歓会,サッカー・フットサル,参加チームによる交換試合実技指導・クリニック実施予定,10/9(祝),10:00~16:00,事前申込・先着24チーム※申込み方法は大阪府サッカー協会HP参照,無料,市内在住の小学4年生以上の方(小学生は保護者又は顧問同伴)チーム編成は7名から10名以内とする,市バス「舞洲中央」/北港観光バス「府民共済ＳＵＰＥＲアリーナ前」,此花区北港2-2-15,,(一社)大阪府サッカー協会電話:06-6441-5881FAX:06-6441-5882,http://www.osaka-fa.jp/,,,,,,1,1,,1,1,,
185,大会,千島体育館,,ChishimaGP-Bトーナメントーバスケットボール大会,その他,中高年、男女、子どもをターゲットにしたバスケットボール大会。中高年8チーム、男女子ども混合チーム6チーム。,10/9(祝),9:00~20:00(予定),事前(来館)・先着順,中高年7000円/混合5000円,中高年部門男女子ども混合部門,市バス「大正区役所前」バス停,大正区千島2-7-93,06-6553-7800,千島体育館電話:06-6553-7800,,,,,,,1,1,1,,,,
186,フェスタ,中央体育館,,体操フェスティバル2017OSAKA~第35回記念大会~,体操,「みんなで体操」「ふれあいプログラム」楽しいリズムで体を動かしましょう先着30名,10/15(日),10:00~15:00,事前(電話・FAX)・先着順(10/2締切),無料,どなたでも,地下鉄「朝潮橋」駅,港区田中3-1-40,06-6576-0800,体操ﾌｪｽﾃｨﾊﾞﾙ2017OSAKA実行委員会電話:06-6374-5274FAX:06-6374-0373,,1,,,,,,1,1,,,,
187,スポーツセンター,住吉スポーツセンター,,ハンドボール教室,その他,小学生・中学生対象のハンドボール教室,10/22(日),10:00~15:00,事前(往復はがき)・先着順(10/8締切),無料,7歳~15歳,地下鉄「あびこ」駅,住吉区浅香1-8-15,電話:06-6694-9201,大阪市ハンドボール連盟電話:072-241-0570,http://osakashi.opas.jp/genre/Table_tennis/nambu_abenoku_suminoeku_sumiyoshiku_higashisumiyoshiku_hiranoku_nishinariku/sumiyoshispc/index.html,,,,,,,1,,,1,,1
188,フェスタ,大空小学校,,大空ゆめわくクラブ体験教室,その他,ソフトバレーボール/バドミントン/サッカー/卓球/少林寺拳法/ヨガ/太極拳,10/22(日),10:00~17:00,当日受付・先着順各種目20名,100円,小学生以上,JR「あびこ」駅,住吉区我孫子西1-6-12,,大空ゆめわくクラブ電話:090-3825-3337,,,,,,,,1,,,1,1,1
189,フェスタ,大空小学校,,大空ゆめわくクラブ体験教室,その他,ソフトバレーボール/バドミントン/サッカー/卓球/少林寺拳法/ヨガ/太極拳,10/22(日),10:00~17:00,当日受付・先着順各種目20名,100円,小学生以上,JR「あびこ」駅,住吉区我孫子西1-6-12,,大空ゆめわくクラブ電話:090-3825-3337,,,,,,,,1,,,1,1,1
190,フェスタ,大空小学校,,大空ゆめわくクラブ体験教室,ニュースポーツ,ソフトバレーボール/バドミントン/サッカー/卓球/少林寺拳法/ヨガ/太極拳,10/22(日),10:00~17:00,当日受付・先着順各種目20名,100円,小学生以上,JR「あびこ」駅,住吉区我孫子西1-6-12,,大空ゆめわくクラブ電話:090-3825-3337,,,,,,1,1,1,,,1,1,1
191,フェスタ,大空小学校,,大空ゆめわくクラブ体験教室,バドミントン,ソフトバレーボール/バドミントン/サッカー/卓球/少林寺拳法/ヨガ/太極拳,10/22(日),10:00~17:00,当日受付・先着順各種目20名,100円,小学生以上,JR「あびこ」駅,住吉区我孫子西1-6-12,,大空ゆめわくクラブ電話:090-3825-3337,,,,,,,1,1,,,1,1,1
192,フェスタ,大空小学校,,大空ゆめわくクラブ体験教室,サッカー・フットサル,ソフトバレーボール/バドミントン/サッカー/卓球/少林寺拳法/ヨガ/太極拳,10/22(日),10:00~17:00,当日受付・先着順各種目20名,100円,小学生以上,JR「あびこ」駅,住吉区我孫子西1-6-12,,大空ゆめわくクラブ電話:090-3825-3337,,,,,,,1,1,,,1,1,1
193,フェスタ,大空小学校,,大空ゆめわくクラブ体験教室,卓球,ソフトバレーボール/バドミントン/サッカー/卓球/少林寺拳法/ヨガ/太極拳,10/22(日),10:00~17:00,当日受付・先着順各種目20名,100円,小学生以上,JR「あびこ」駅,住吉区我孫子西1-6-12,,大空ゆめわくクラブ電話:090-3825-3337,,,,,,,,1,1,,1,1,1
194,フェスタ,大空小学校,,大空ゆめわくクラブ体験教室,ヨガ,ソフトバレーボール/バドミントン/サッカー/卓球/少林寺拳法/ヨガ/太極拳,10/22(日),10:00~17:00,当日受付・先着順各種目20名,100円,小学生以上,JR「あびこ」駅,住吉区我孫子西1-6-12,,大空ゆめわくクラブ電話:090-3825-3337,,,,,1,,,1,1,,1,1,1
195,大会,大阪城公園太陽の広場,,大阪市長杯グラウンド・ゴルフ大会,ニュースポーツ,抽選50名,11/7(火),9:30~15:30,事前(往復はがき)・抽選(9/30締切),700円,市内在住・在勤の方,JR「大阪城公園」駅,中央区大阪城4,,大阪市経済戦略局スポーツ課電話:06-6469-3883,,,,,,1,1,1,,,,,
196,大会,大阪城公園太陽の広場,,大阪市長杯グラウンド・ゴルフ大会(予備日),ニュースポーツ,抽選50名,11/14(火),9:30~15:30,事前(往復はがき)・抽選(9/30締切),700円,市内在住・在勤の方,JR「大阪城公園」駅,中央区大阪城5,,大阪市経済戦略局スポーツ課電話:06-6469-3883,,,,,,1,1,1,,,,,
197,大会,桜橋ボウル,,第11回親子ボウリング大会,その他,親子ペアで出場するボウリング大会。1人2ゲーム。,11/19(日),10:00~12:00,事前(ハガキ・申込書)・先着順(11/6締切)18チーム,大人1000円/高校生以下500円,親子ペアどなたでも(お子様は高校生以下)祖父母の方でも参加可能,地下鉄「西梅田」駅,北区梅田2-4-2,,大阪市ボウリング協会電話:06-6543-0655,,,,,,,,,,1,1,,
198,フェスタ,巽小学校,,オータム・チャレンジ・スポーツ2017インたつみ,テニス,硬式テニス(雨天中止)卓球,11/23(祝),10:00~12:00,当日9:45より受付・先着順各種目20名,200円,小学3年生以上(小学生は保護者同伴),地下鉄「南巽」駅,生野区巽中3-12-5,,たつみスポーツクラブ電話:06-6756-7871,,,,,,,,1,1,1,1,,
199,フェスタ,巽小学校,,オータム・チャレンジ・スポーツ2017インたつみ,卓球,硬式テニス(雨天中止)卓球,11/23(祝),10:00~12:00,当日9:45より受付・先着順各種目20名,200円,小学3年生以上(小学生は保護者同伴),地下鉄「南巽」駅,生野区巽中3-12-5,,たつみスポーツクラブ電話:06-6756-7871,,,,,,,,1,1,1,1,,
